GEOID,NAME,population,year
0131000,"Graham CDP, Alabama",211,2010
0131000,"Graham CDP, Alabama",196,2020
0131024,"Grand Bay CDP, Alabama",3918,2000
0131024,"Grand Bay CDP, Alabama",3672,2010
0131024,"Grand Bay CDP, Alabama",3460,2020
0131096,"Grant town, Alabama",665,2000
0131096,"Grant town, Alabama",896,2010
0131096,"Grant town, Alabama",1039,2020
0131348,"Grayson Valley CDP, Alabama",5447,2000
0131348,"Grayson Valley CDP, Alabama",5736,2010
0131348,"Grayson Valley CDP, Alabama",5982,2020
0131384,"Graysville city, Alabama",2344,2000
0131384,"Graysville city, Alabama",2165,2010
0131384,"Graysville city, Alabama",1950,2020
0131720,"Greensboro city, Alabama",2731,2000
0131720,"Greensboro city, Alabama",2497,2010
0131720,"Greensboro city, Alabama",2218,2020
0131912,"Greenville city, Alabama",7228,2000
0131912,"Greenville city, Alabama",8135,2010
0131912,"Greenville city, Alabama",7374,2020
0132056,"Grimes town, Alabama",459,2000
0132056,"Grimes town, Alabama",558,2010
0132056,"Grimes town, Alabama",573,2020
0132080,"Grove Hill town, Alabama",1438,2000
0132080,"Grove Hill town, Alabama",1570,2010
0132080,"Grove Hill town, Alabama",1818,2020
0132224,"Guin city, Alabama",2389,2000
0132224,"Guin city, Alabama",2376,2010
0132224,"Guin city, Alabama",2195,2020
0132248,"Gulfcrest CDP, Alabama",161,2010
0132248,"Gulfcrest CDP, Alabama",142,2020
0132272,"Gulf Shores city, Alabama",5044,2000
0132272,"Gulf Shores city, Alabama",9741,2010
0132272,"Gulf Shores city, Alabama",15014,2020
0132416,"Guntersville city, Alabama",7395,2000
0132416,"Guntersville city, Alabama",8197,2010
0132416,"Guntersville city, Alabama",8553,2020
0132440,"Gurley town, Alabama",876,2000
0132440,"Gurley town, Alabama",801,2010
0132440,"Gurley town, Alabama",816,2020
0132536,"Gu-Win town, Alabama",204,2000
0132536,"Gu-Win town, Alabama",176,2010
0132536,"Gu-Win town, Alabama",141,2020
0132560,"Hackleburg town, Alabama",1527,2000
0132560,"Hackleburg town, Alabama",1516,2010
0132560,"Hackleburg town, Alabama",1425,2020
0132584,"Hackneyville CDP, Alabama",347,2010
0132584,"Hackneyville CDP, Alabama",349,2020
0132656,"Haleburg town, Alabama",108,2000
0132656,"Haleburg town, Alabama",103,2010
0132656,"Haleburg town, Alabama",112,2020
0132704,"Haleyville city, Alabama",4182,2000
0132704,"Haleyville city, Alabama",4173,2010
0132704,"Haleyville city, Alabama",4361,2020
0132848,"Hamilton city, Alabama",6786,2000
0132848,"Hamilton city, Alabama",6885,2010
0132848,"Hamilton city, Alabama",7042,2020
0132896,"Hammondville town, Alabama",486,2000
0132896,"Hammondville town, Alabama",488,2010
0132896,"Hammondville town, Alabama",425,2020
0132968,"Hanceville city, Alabama",2951,2000
0132968,"Hanceville city, Alabama",2982,2010
0132968,"Hanceville city, Alabama",3217,2020
0133064,"Hanover CDP, Alabama",151,2020
0133256,"Harpersville town, Alabama",1620,2000
0133256,"Harpersville town, Alabama",1637,2010
0133256,"Harpersville town, Alabama",1614,2020
0133424,"Hartford city, Alabama",2369,2000
0133424,"Hartford city, Alabama",2624,2010
0133424,"Hartford city, Alabama",2651,2020
0133448,"Hartselle city, Alabama",12019,2000
0133448,"Hartselle city, Alabama",14255,2010
0133448,"Hartselle city, Alabama",15455,2020
0133472,"Harvest CDP, Alabama",3054,2000
0133472,"Harvest CDP, Alabama",5281,2010
0133472,"Harvest CDP, Alabama",5893,2020
0133544,"Hatton CDP, Alabama",261,2010
0133544,"Hatton CDP, Alabama",244,2020
0133640,"Hayden town, Alabama",470,2000
0133640,"Hayden town, Alabama",444,2010
0133640,"Hayden town, Alabama",1342,2020
0133712,"Hayneville town, Alabama",1177,2000
0133712,"Hayneville town, Alabama",932,2010
0133712,"Hayneville town, Alabama",830,2020
0133808,"Hazel Green CDP, Alabama",3805,2000
0133808,"Hazel Green CDP, Alabama",3630,2010
0133808,"Hazel Green CDP, Alabama",4105,2020
0133856,"Headland city, Alabama",3523,2000
0133856,"Headland city, Alabama",4510,2010
0133856,"Headland city, Alabama",4973,2020
0133904,"Heath town, Alabama",249,2000
0133904,"Heath town, Alabama",254,2010
0133904,"Heath town, Alabama",236,2020
0133976,"Heflin city, Alabama",3002,2000
0133976,"Heflin city, Alabama",3480,2010
0133976,"Heflin city, Alabama",3431,2020
0134024,"Helena city, Alabama",10296,2000
0134024,"Helena city, Alabama",16793,2010
0134024,"Helena city, Alabama",20914,2020
0134096,"Henagar town, Alabama",2400,2000
0134096,"Henagar city, Alabama",2344,2010
0134096,"Henagar city, Alabama",2292,2020
0134480,"Highland Lake town, Alabama",408,2000
0134480,"Highland Lake town, Alabama",412,2010
0134480,"Highland Lake town, Alabama",412,2020
0134490,"Highland Lakes CDP, Alabama",3926,2010
0134490,"Highland Lakes CDP, Alabama",5239,2020
0134816,"Hillsboro town, Alabama",608,2000
0134816,"Hillsboro town, Alabama",552,2010
0134816,"Hillsboro town, Alabama",407,2020
0134984,"Hissop CDP, Alabama",658,2010
0134984,"Hissop CDP, Alabama",209,2020
0135130,"Hobson CDP, Alabama",126,2010
0135130,"Hobson CDP, Alabama",100,2020
0135152,"Hobson City town, Alabama",878,2000
0135152,"Hobson City town, Alabama",771,2010
0135152,"Hobson City town, Alabama",759,2020
0135200,"Hodges town, Alabama",261,2000
0135200,"Hodges town, Alabama",288,2010
0135200,"Hodges town, Alabama",265,2020
0135392,"Hokes Bluff city, Alabama",4149,2000
0135392,"Hokes Bluff city, Alabama",4286,2010
0135392,"Hokes Bluff city, Alabama",4446,2020
0135512,"Hollins CDP, Alabama",545,2010
0135512,"Hollins CDP, Alabama",517,2020
0135536,"Hollis Crossroads CDP, Alabama",608,2010
0135536,"Hollis Crossroads CDP, Alabama",665,2020
0135560,"Holly Pond town, Alabama",645,2000
0135560,"Holly Pond town, Alabama",798,2010
0135560,"Holly Pond town, Alabama",851,2020
0135632,"Hollywood town, Alabama",950,2000
0135632,"Hollywood town, Alabama",1000,2010
0135632,"Hollywood town, Alabama",914,2020
0135704,"Holt CDP, Alabama",4103,2000
0135704,"Holt CDP, Alabama",3638,2010
0135704,"Holt CDP, Alabama",3413,2020
0135752,"Holtville CDP, Alabama",4096,2010
0135752,"Holtville CDP, Alabama",4940,2020
0135800,"Homewood city, Alabama",25043,2000
0135800,"Homewood city, Alabama",25167,2010
0135800,"Homewood city, Alabama",26414,2020
0135896,"Hoover city, Alabama",62742,2000
0135896,"Hoover city, Alabama",81619,2010
0135896,"Hoover city, Alabama",92606,2020
0136088,"Horn Hill town, Alabama",235,2000
0136088,"Horn Hill town, Alabama",228,2010
0136088,"Horn Hill town, Alabama",207,2020
0136448,"Hueytown city, Alabama",15364,2000
0136448,"Hueytown city, Alabama",16105,2010
0136448,"Hueytown city, Alabama",16776,2020
0136592,"Huguley CDP, Alabama",2953,2000
0136592,"Huguley CDP, Alabama",2540,2010
0136592,"Huguley CDP, Alabama",2470,2020
0137000,"Huntsville city, Alabama",158216,2000
0137000,"Huntsville city, Alabama",180105,2010
0137000,"Huntsville city, Alabama",215006,2020
0137096,"Hurtsboro town, Alabama",592,2000
0137096,"Hurtsboro town, Alabama",553,2010
0137096,"Hurtsboro town, Alabama",349,2020
0137264,"Hytop town, Alabama",315,2000
0137264,"Hytop town, Alabama",354,2010
0137264,"Hytop town, Alabama",441,2020
0137312,"Ider town, Alabama",664,2000
0137312,"Ider town, Alabama",723,2010
0137312,"Ider town, Alabama",735,2020
0137465,"Indian Springs Village town, Alabama",2225,2000
0137465,"Indian Springs Village city, Alabama",2363,2010
0137465,"Indian Springs Village city, Alabama",2481,2020
0137864,"Irondale city, Alabama",9813,2000
0137864,"Irondale city, Alabama",12349,2010
0137864,"Irondale city, Alabama",13497,2020
0138032,"Ivalee CDP, Alabama",879,2010
0138032,"Ivalee CDP, Alabama",946,2020
0138152,"Jackson city, Alabama",5419,2000
0138152,"Jackson city, Alabama",5228,2010
0138152,"Jackson city, Alabama",4748,2020
0138248,"Jacksons' Gap town, Alabama",761,2000
0138248,"Jacksons' Gap town, Alabama",828,2010
0138248,"Jacksons' Gap town, Alabama",747,2020
0138272,"Jacksonville city, Alabama",8404,2000
0138272,"Jacksonville city, Alabama",12548,2010
0138272,"Jacksonville city, Alabama",14385,2020
0138416,"Jasper city, Alabama",14052,2000
0138416,"Jasper city, Alabama",14352,2010
0138416,"Jasper city, Alabama",14572,2020
0138608,"Jemison town, Alabama",2248,2000
0138608,"Jemison city, Alabama",2585,2010
0138608,"Jemison city, Alabama",2642,2020
0139064,"Joppa CDP, Alabama",556,2020
0139088,"Joppa CDP, Alabama",501,2010
0139280,"Kansas town, Alabama",260,2000
0139280,"Kansas town, Alabama",226,2010
0139280,"Kansas town, Alabama",180,2020
0139472,"Kellyton town, Alabama",217,2010
0139472,"Kellyton town, Alabama",129,2020
0139520,"Kennedy town, Alabama",541,2000
0139520,"Kennedy town, Alabama",447,2010
0139520,"Kennedy town, Alabama",435,2020
0139784,"Killen town, Alabama",1119,2000
0139784,"Killen town, Alabama",1108,2010
0139784,"Killen town, Alabama",1034,2020
0139856,"Kimberly town, Alabama",1801,2000
0139856,"Kimberly town, Alabama",2711,2010
0139856,"Kimberly city, Alabama",3841,2020
0140072,"Kinsey town, Alabama",1796,2000
0140072,"Kinsey town, Alabama",2198,2010
0140072,"Kinsey town, Alabama",2203,2020
0140096,"Kinston town, Alabama",602,2000
0140096,"Kinston town, Alabama",540,2010
0140096,"Kinston town, Alabama",580,2020
0140648,"Ladonia CDP, Alabama",3229,2000
0140648,"Ladonia CDP, Alabama",3142,2010
0140648,"Ladonia CDP, Alabama",3074,2020
0140672,"La Fayette city, Alabama",3234,2000
0140672,"La Fayette city, Alabama",3003,2010
0140672,"La Fayette city, Alabama",2684,2020
0140806,"Lake Purdy CDP, Alabama",5799,2000
0140888,"Lakeview town, Alabama",163,2000
0140888,"Lakeview town, Alabama",143,2010
0140888,"Lakeview town, Alabama",161,2020
0140928,"Lake View town, Alabama",1357,2000
0140928,"Lake View town, Alabama",1943,2010
0140928,"Lake View town, Alabama",3560,2020
0141296,"Lanett city, Alabama",7897,2000
0141296,"Lanett city, Alabama",6468,2010
0141296,"Lanett city, Alabama",6970,2020
0141368,"Langston town, Alabama",254,2000
0141368,"Langston town, Alabama",270,2010
0141368,"Langston town, Alabama",265,2020
0141968,"Leeds city, Alabama",10455,2000
0141968,"Leeds city, Alabama",11773,2010
0141968,"Leeds city, Alabama",12324,2020
0142016,"Leesburg town, Alabama",799,2000
0142016,"Leesburg town, Alabama",1027,2010
0142016,"Leesburg town, Alabama",911,2020
0142160,"Leighton town, Alabama",849,2000
0142160,"Leighton town, Alabama",729,2010
0142160,"Leighton town, Alabama",665,2020
0142304,"Leroy CDP, Alabama",911,2010
0142304,"Leroy CDP, Alabama",766,2020
0142352,"Lester town, Alabama",107,2000
0142352,"Lester town, Alabama",111,2010
0142352,"Lester town, Alabama",111,2020
0142472,"Level Plains town, Alabama",1544,2000
0142472,"Level Plains town, Alabama",2085,2010
0142472,"Level Plains town, Alabama",1825,2020
0142640,"Lexington town, Alabama",840,2000
0142640,"Lexington town, Alabama",735,2010
0142640,"Lexington town, Alabama",727,2020
0142808,"Libertyville town, Alabama",106,2000
0142808,"Libertyville town, Alabama",117,2010
0142808,"Libertyville town, Alabama",108,2020
0142928,"Lillian CDP, Alabama",1330,2020
0143120,"Lincoln city, Alabama",4577,2000
0143120,"Lincoln city, Alabama",6266,2010
0143120,"Lincoln city, Alabama",6845,2020
0143240,"Linden city, Alabama",2424,2000
0143240,"Linden city, Alabama",2123,2010
0143240,"Linden city, Alabama",1930,2020
0143264,"Lineville city, Alabama",2401,2000
0143264,"Lineville city, Alabama",2395,2010
0143264,"Lineville city, Alabama",2489,2020
0143336,"Lipscomb city, Alabama",2458,2000
0143336,"Lipscomb city, Alabama",2210,2010
0143336,"Lipscomb city, Alabama",2086,2020
0143384,"Lisman town, Alabama",653,2000
0143384,"Lisman town, Alabama",539,2010
0143384,"Lisman town, Alabama",427,2020
0143648,"Littleville town, Alabama",978,2000
0143648,"Littleville town, Alabama",1011,2010
0143648,"Littleville town, Alabama",1038,2020
0143720,"Livingston city, Alabama",3297,2000
0143720,"Livingston city, Alabama",3485,2010
0143720,"Livingston city, Alabama",3436,2020
0143744,"Loachapoka town, Alabama",165,2000
0143744,"Loachapoka town, Alabama",180,2010
0143744,"Loachapoka town, Alabama",160,2020
0143816,"Lockhart town, Alabama",548,2000
0143816,"Lockhart town, Alabama",516,2010
0143816,"Lockhart town, Alabama",445,2020
0143888,"Locust Fork town, Alabama",1016,2000
0143888,"Locust Fork town, Alabama",1186,2010
0143888,"Locust Fork town, Alabama",1192,2020
0144160,"Lookout Mountain CDP, Alabama",1621,2010
0144160,"Lookout Mountain CDP, Alabama",1484,2020
0144344,"Louisville town, Alabama",612,2000
0144344,"Louisville town, Alabama",519,2010
0144344,"Louisville town, Alabama",395,2020
0144536,"Lowndesboro town, Alabama",140,2000
0144536,"Lowndesboro town, Alabama",115,2010
0144536,"Lowndesboro town, Alabama",89,2020
0144608,"Loxley town, Alabama",1348,2000
0144608,"Loxley town, Alabama",1632,2010
0144608,"Loxley town, Alabama",3710,2020
0144728,"Luverne city, Alabama",2635,2000
0144728,"Luverne city, Alabama",2800,2010
0144728,"Luverne city, Alabama",2765,2020
0144800,"Lynn town, Alabama",597,2000
0144800,"Lynn town, Alabama",659,2010
0144800,"Lynn town, Alabama",610,2020
0145040,"McCalla CDP, Alabama",12965,2020
0145208,"McDonald Chapel CDP, Alabama",1054,2000
0145208,"McDonald Chapel CDP, Alabama",717,2010
0145208,"McDonald Chapel CDP, Alabama",739,2020
0145316,"Macedonia town, Alabama",291,2000
0145316,"Macedonia CDP, Alabama",292,2010
0145316,"Macedonia CDP, Alabama",241,2020
0145472,"McIntosh town, Alabama",244,2000
0145472,"McIntosh town, Alabama",238,2010
0145472,"McIntosh town, Alabama",206,2020
0145496,"McKenzie town, Alabama",644,2000
0145496,"McKenzie town, Alabama",530,2010
0145496,"McKenzie town, Alabama",507,2020
0145640,"McMullen town, Alabama",66,2000
0145640,"McMullen town, Alabama",10,2010
0145640,"McMullen town, Alabama",32,2020
0145784,"Madison city, Alabama",29329,2000
0145784,"Madison city, Alabama",42938,2010
0145784,"Madison city, Alabama",56933,2020
0145904,"Madrid town, Alabama",303,2000
0145904,"Madrid town, Alabama",350,2010
0145904,"Madrid town, Alabama",265,2020
0146072,"Magnolia Springs town, Alabama",723,2010
0146072,"Magnolia Springs town, Alabama",811,2020
0146192,"Malcolm CDP, Alabama",187,2010
0146192,"Malcolm CDP, Alabama",136,2020
0146264,"Malvern town, Alabama",1215,2000
0146264,"Malvern town, Alabama",1448,2010
0146264,"Malvern town, Alabama",1536,2020
0146504,"Maplesville town, Alabama",672,2000
0146504,"Maplesville town, Alabama",708,2010
0146504,"Maplesville town, Alabama",637,2020
0146600,"Marbury CDP, Alabama",1418,2010
0146600,"Marbury CDP, Alabama",1427,2020
0146696,"Margaret town, Alabama",1169,2000
0146696,"Margaret town, Alabama",4428,2010
0146696,"Margaret town, Alabama",5106,2020
0146768,"Marion city, Alabama",3511,2000
0146768,"Marion city, Alabama",3686,2010
0146768,"Marion city, Alabama",3176,2020
0147728,"Maytown town, Alabama",435,2000
0147728,"Maytown town, Alabama",385,2010
0147728,"Maytown town, Alabama",316,2020
0147740,"Meadowbrook CDP, Alabama",4697,2000
0147740,"Meadowbrook CDP, Alabama",8769,2010
0147740,"Meadowbrook CDP, Alabama",9688,2020
0147848,"Megargel CDP, Alabama",62,2010
0147848,"Megargel CDP, Alabama",60,2020
0148052,"Memphis town, Alabama",33,2000
0148052,"Memphis town, Alabama",29,2010
0148052,"Memphis town, Alabama",29,2020
0148064,"Mentone town, Alabama",451,2000
0148064,"Mentone town, Alabama",360,2010
0148064,"Mentone town, Alabama",319,2020
0148112,"Meridianville CDP, Alabama",4117,2000
0148112,"Meridianville CDP, Alabama",6021,2010
0148112,"Meridianville CDP, Alabama",8209,2020
0148376,"Midfield city, Alabama",5626,2000
0148376,"Midfield city, Alabama",5365,2010
0148376,"Midfield city, Alabama",5211,2020
0148400,"Midland City town, Alabama",1703,2000
0148400,"Midland City town, Alabama",2344,2010
0148400,"Midland City town, Alabama",2239,2020
0148424,"Midway town, Alabama",457,2000
0148424,"Midway town, Alabama",499,2010
0148424,"Midway town, Alabama",421,2020
0148616,"Mignon CDP, Alabama",1348,2000
0148616,"Mignon CDP, Alabama",1284,2010
0148616,"Mignon CDP, Alabama",1186,2020
0148712,"Millbrook city, Alabama",10386,2000
0148712,"Millbrook city, Alabama",14640,2010
0148712,"Millbrook city, Alabama",16564,2020
0148784,"Millerville CDP, Alabama",278,2010
0148784,"Millerville CDP, Alabama",303,2020
0148808,"Millport town, Alabama",1160,2000
0148808,"Millport town, Alabama",1049,2010
0148808,"Millport town, Alabama",1010,2020
0148832,"Millry town, Alabama",615,2000
0148832,"Millry town, Alabama",546,2010
0148832,"Millry town, Alabama",450,2020
0149072,"Minor CDP, Alabama",1116,2000
0149072,"Minor CDP, Alabama",1094,2010
0149072,"Minor CDP, Alabama",1088,2020
0150000,"Mobile city, Alabama",198915,2000
0150000,"Mobile city, Alabama",195111,2010
0150000,"Mobile city, Alabama",187041,2020
0150192,"Monroeville city, Alabama",6862,2000
0150192,"Monroeville city, Alabama",6519,2010
0150192,"Monroeville city, Alabama",5951,2020
0150312,"Montevallo city, Alabama",4825,2000
0150312,"Montevallo city, Alabama",6323,2010
0150312,"Montevallo city, Alabama",7229,2020
0151000,"Montgomery city, Alabama",201568,2000
0151000,"Montgomery city, Alabama",205764,2010
0151000,"Montgomery city, Alabama",200603,2020
0151096,"Moody town, Alabama",8053,2000
0151096,"Moody city, Alabama",11726,2010
0151096,"Moody city, Alabama",13170,2020
0151216,"Moores Mill CDP, Alabama",5178,2000
0151216,"Moores Mill CDP, Alabama",5682,2010
0151216,"Moores Mill CDP, Alabama",6729,2020
0151264,"Mooresville town, Alabama",59,2000
0151264,"Mooresville town, Alabama",53,2010
0151264,"Mooresville town, Alabama",47,2020
0151456,"Morris town, Alabama",1827,2000
0151456,"Morris town, Alabama",1859,2010
0151456,"Morris town, Alabama",2259,2020
0151468,"Morrison Crossroads CDP, Alabama",219,2010
0151469,"Morrison Crossroads CDP, Alabama",221,2020
0151520,"Mosses town, Alabama",1101,2000
0151520,"Mosses town, Alabama",1029,2010
0151520,"Mosses town, Alabama",834,2020
0151600,"Moulton city, Alabama",3260,2000
0151600,"Moulton city, Alabama",3471,2010
0151600,"Moulton city, Alabama",3398,2020
0151648,"Moundville town, Alabama",1809,2000
0151648,"Moundville town, Alabama",2427,2010
0151648,"Moundville town, Alabama",3024,2020
0151672,"Mountainboro town, Alabama",338,2000
0151696,"Mountain Brook city, Alabama",20604,2000
0151696,"Mountain Brook city, Alabama",20413,2010
0151696,"Mountain Brook city, Alabama",22461,2020
0152320,"Mount Olive CDP (Coosa County), Alabama",371,2010
0152320,"Mount Olive CDP (Coosa County), Alabama",311,2020
0152344,"Mount Olive CDP, Alabama",3957,2000
0152344,"Mount Olive CDP (Jefferson County), Alabama",4079,2010
0152344,"Mount Olive CDP (Jefferson County), Alabama",4427,2020
